"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.560756064E0,3.684010208E-1,-1.315348864E0,-1.521237373E0,2.044510966E0
1.565733877E0,3.389808536E-1,-1.171098948E0,-1.774047852E0,2.152586013E0
1.570711689E0,2.938306928E-1,-9.929445982E-1,-2.001945019E0,2.253898691E0
1.575688252E0,2.776051164E-1,-8.782364130E-1,-2.307916164E0,2.484922699E0
1.580666064E0,2.592446804E-1,-7.905656099E-1,-2.519883156E0,2.653679127E0
1.585643877E0,2.651576400E-1,-7.866563797E-1,-2.771980286E0,2.893615651E0
1.590621689E0,2.430564761E-1,-6.343160868E-1,-2.873109341E0,2.952319534E0
1.595599502E0,1.908791065E-1,-3.744307756E-1,-2.962272167E0,2.991937438E0
1.600577314E0,2.797790170E-1,-3.368573189E-1,-3.053910255E0,3.085144567E0
1.605553929E0,3.649953902E-1,-3.041105270E-1,-2.956734657E0,2.994659360E0
1.610531741E0,4.905553758E-1,-2.573928833E-1,-2.828767300E0,2.882502404E0
1.615509554E0,8.204671741E-1,-3.298995495E-1,-2.911483765E0,3.042817413E0
1.620487366E0,8.975125551E-1,-6.297874451E-2,-2.623739243E0,2.773716410E0
1.625465179E0,1.065725923E0,5.188703537E-3,-2.738104820E0,2.938199563E0
1.630442991E0,1.391676426E0,-2.335073948E-1,-3.046056271E0,3.357044501E0
1.635419554E0,1.280877352E0,5.711841583E-2,-2.760946751E0,3.044131446E0
1.640397366E0,9.525409937E-1,7.549548149E-1,-2.543210030E0,2.818724600E0
1.645375179E0,1.098784685E0,7.281408310E-1,-2.918639660E0,3.202495015E0
1.650352991E0,1.321262598E0,4.147076607E-1,-3.260258198E0,3.542174588E0
1.655330804E0,9.059808254E-1,8.271584511E-1,-2.975474358E0,3.218453046E0
1.660308616E0,7.073339224E-1,8.480339050E-1,-2.983270645E0,3.181098320E0
1.665285231E0,9.174427986E-1,3.719213009E-1,-3.247385502E0,3.394928474E0
1.670263043E0,7.553815842E-1,4.462049007E-1,-2.990742207E0,3.116767411E0
1.675240856E0,3.560505211E-1,7.223448753E-1,-2.950328350E0,3.058266088E0
1.680218668E0,4.525749683E-1,6.125941277E-1,-2.791281223E0,2.893327934E0
1.685196481E0,6.558756232E-1,3.951506615E-1,-2.733707905E0,2.838921589E0
1.690174293E0,5.380736589E-1,6.045353413E-1,-2.249112606E0,2.390291563E0
1.695150856E0,5.304539800E-1,7.853391171E-1,-2.036027431E0,2.245784196E0
1.700128668E0,7.471759319E-1,7.347691059E-1,-1.799910545E0,2.082747100E0
1.705106481E0,9.238382578E-1,6.944425106E-1,-1.641113281E0,2.007232007E0
1.710084293E0,1.177237988E0,6.207404137E-1,-1.341915131E0,1.889958772E0
1.715062106E0,1.362020373E0,5.818290710E-1,-8.354978561E-1,1.700494408E0
1.720039918E0,1.455090880E0,5.717227459E-1,-3.490400314E-1,1.601869318E0
1.725016481E0,1.514296412E0,5.870203972E-1,7.717800140E-2,1.625928355E0
1.729994293E0,1.585201621E0,5.481429100E-1,3.981409073E-1,1.723902843E0
1.734972106E0,1.658351183E0,5.268576145E-1,6.834449768E-1,1.869439656E0
1.739949918E0,1.712518454E0,6.065759659E-1,8.257713318E-1,1.995633270E0
1.744927731E0,1.688037634E0,7.132010460E-1,8.660917282E-1,2.026879786E0
1.749905543E0,1.649015427E0,7.089185715E-1,7.997045517E-1,1.965030480E0
1.754882158E0,1.719553232E0,6.308410168E-1,6.625032425E-1,1.947751076E0
1.759859971E0,1.581146836E0,7.707564831E-1,7.628440857E-1,1.917295484E0
1.764837783E0,1.595520854E0,6.463692188E-1,6.149492264E-1,1.828016005E0
1.769815596E0,1.750826597E0,4.699356556E-1,4.603710175E-1,1.870340816E0
1.774793408E0,1.007490873E0,9.137685299E-1,2.844657898E-1,1.389579638E0
1.779771221E0,3.797666430E-1,1.300377607E0,5.028762817E-1,1.445022207E0
1.784747783E0,1.857983321E-1,1.071328640E0,5.363416672E-1,1.212406062E0
1.789725596E0,5.352342129E-1,4.582214355E-1,7.674283981E-1,1.041819991E0
1.794703408E0,5.762135386E-1,1.311099529E-1,1.076089859E0,1.227673102E0
1.799681221E0,3.522259295E-1,6.737685204E-2,1.414405823E0,1.459159545E0
1.804659033E0,2.537649274E-1,-5.219793320E-2,1.892395020E0,1.910047165E0
1.809636846E0,2.405542433E-1,-1.687397957E-1,2.373797417E0,2.391914220E0
1.814613460E0,1.976858228E-1,-2.159376144E-1,2.796651840E0,2.811933544E0
1.819591273E0,1.894437969E-1,-2.472071648E-1,3.072932243E0,3.088674944E0
1.824569085E0,2.177149057E-1,-2.800295353E-1,3.260584831E0,3.279821605E0
1.829546898E0,2.366988659E-1,-2.836787701E-1,3.398178101E0,3.418203388E0
1.834524710E0,3.183050454E-1,-1.626789570E-1,3.521688461E0,3.539784197E0
1.839502523E0,5.271186233E-1,-3.612518311E-3,3.614510536E0,3.652746023E0
1.844479085E0,1.143613458E0,-1.952862740E-2,3.820166588E0,3.987719382E0
1.849456898E0,9.746942520E-1,5.902779102E-1,3.894706726E0,4.057979470E0
1.854434710E0,7.780750394E-1,9.930989742E-1,3.697464943E0,3.906775313E0
1.859412523E0,8.513825536E-1,1.132704020E0,3.499000549E0,3.775033178E0
1.864390335E0,8.137416840E-1,1.139436245E0,3.213145256E0,3.504966893E0
1.869368148E0,9.288866520E-1,1.030755043E0,3.069364548E0,3.368424721E0
1.874344762E0,8.578742146E-1,1.086775303E0,2.969230652E0,3.276180610E0
1.879322575E0,6.633502245E-1,1.163840294E0,2.783578873E0,3.089153459E0
1.884300387E0,9.173816442E-1,9.611632824E-1,2.622434616E0,2.939827759E0
1.889278200E0,3.490347862E-1,1.378565550E0,2.284807205E0,2.691210178E0
1.894256012E0,-4.831937551E-1,1.635026217E0,1.579471588E0,2.324116484E0
1.899233825E0,-7.722867131E-1,1.333297491E0,1.381345749E0,2.069353775E0
1.904210387E0,-9.526958466E-1,8.266904354E-1,1.301766396E0,1.812634050E0
1.909188200E0,-1.170547724E0,3.744132519E-1,1.192051888E0,1.712120019E0
1.914166012E0,-1.390854239E0,6.307816505E-2,1.073520660E0,1.758095839E0
1.919143825E0,-1.458366156E0,-2.412745953E-1,1.158756256E0,1.878233568E0
1.924121637E0,-1.353199005E0,-4.860553741E-1,1.363561630E0,1.981589689E0
1.929099450E0,-9.648018479E-1,-5.972268581E-1,1.496444702E0,1.877996079E0
1.934076012E0,-3.984601200E-1,-6.492178440E-1,1.533728600E0,1.712477064E0
1.939053825E0,1.424118131E-1,-6.428401470E-1,1.686171532E0,1.810165466E0
1.944031637E0,5.316959023E-1,-6.127567291E-1,2.032705307E0,2.188621074E0
1.949009450E0,9.161338806E-1,-5.658786297E-1,2.442107201E0,2.668971242E0
1.953987262E0,1.252841592E0,-5.306522846E-1,2.764384270E0,3.081075184E0
1.958965075E0,1.510672212E0,-5.183966160E-1,3.002718925E0,3.401056678E0
1.963941689E0,1.691224217E0,-4.373435974E-1,3.069377899E0,3.531655343E0
1.968919502E0,1.752806783E0,-3.530623913E-1,2.847991943E0,3.362743341E0
1.973897314E0,1.763511300E0,-3.571126461E-1,2.478102684E0,3.062432768E0
1.978875127E0,1.638316870E0,-4.876112938E-1,2.050899506E0,2.669838145E0
1.983852939E0,1.333263516E0,-6.869459152E-1,1.626268387E0,2.212291834E0
1.988830752E0,9.604288340E-1,-8.706791401E-1,1.206388474E0,1.770841286E0
1.993807314E0,5.152583122E-1,-9.828752279E-1,8.530569077E-1,1.399728877E0
1.998785127E0,1.583046615E-1,-1.096749425E0,5.872974396E-1,1.254128362E0
2.003762939E0,-1.415356845E-1,-1.278356552E0,4.062500000E-1,1.348802019E0
2.008740752E0,-4.580669999E-1,-1.474309206E0,2.449960709E-1,1.563149413E0
2.013718564E0,-6.786079407E-1,-1.598187327E0,2.180738449E-1,1.749933619E0
2.018696377E0,-6.887611151E-1,-1.724079609E0,2.271461487E-1,1.870411116E0
2.023672939E0,-5.556347370E-1,-1.754393220E0,2.794027328E-1,1.861368158E0
2.028650752E0,-3.312759697E-1,-1.677720070E0,4.106540680E-1,1.758728280E0
2.033628564E0,-1.723012328E-2,-1.607084751E0,5.228404999E-1,1.690082975E0
2.038606377E0,3.775418401E-1,-1.530585289E0,5.419263840E-1,1.667007311E0
2.043584189E0,7.620507479E-1,-1.338533521E0,5.279455185E-1,1.628225967E0
2.048562002E0,1.129496455E0,-1.167296648E0,4.928779602E-1,1.697431115E0
2.053538668E0,1.514198661E0,-1.045670748E0,5.299825668E-1,1.914969038E0
2.058516325E0,1.785742998E0,-8.756449223E-1,5.386877060E-1,2.060537922E0
2.063493981E0,1.987788081E0,-7.218424082E-1,4.545097351E-1,2.163085069E0
2.068471585E0,2.153867245E0,-5.694630146E-1,2.751569748E-1,2.244803687E0
2.073449241E0,2.245728970E0,-5.114705563E-1,3.663444519E-2,2.303528341E0
2.078426898E0,2.261277676E0,-4.496231079E-1,-1.868610382E-1,2.313104994E0
2.083404293E0,2.188930035E0,-3.859622478E-1,-4.361124039E-1,2.265077390E0
2.088381950E0,2.041193962E0,-2.842538357E-1,-6.180047989E-1,2.151558264E0
2.093359606E0,1.866243124E0,-1.922793388E-1,-9.048070908E-1,2.082909171E0
2.098337210E0,1.702320814E0,-1.667120457E-1,-1.184144020E0,2.080357210E0
2.103314866E0,1.482050538E0,-1.640660763E-1,-1.458492279E0,2.085807087E0
2.108292523E0,1.173872352E0,-1.243710518E-1,-1.687257290E0,2.059194410E0
2.113269971E0,9.040522575E-1,-1.293864250E-1,-1.796307564E0,2.015135776E0
2.118247627E0,6.482611895E-1,-1.459462643E-1,-1.888549328E0,2.002039322E0
2.123225283E0,4.058075547E-1,-2.196938992E-1,-2.023649693E0,2.075597085E0
2.128202887E0,2.216470838E-1,-2.744429111E-1,-2.115324020E0,2.144537725E0
2.133180543E0,8.090603352E-2,-2.434272766E-1,-2.216198444E0,2.230994883E0
2.138158200E0,-4.349824786E-2,-1.962897778E-1,-2.371585369E0,2.380092212E0
2.143135596E0,-1.614353955E-1,-1.667642593E-1,-2.468950748E0,2.479836588E0
2.148113252E0,-1.946098059E-1,-1.214618683E-1,-2.608749390E0,2.618816401E0
2.153090908E0,-1.893962175E-1,-8.909344673E-2,-2.731106281E0,2.739114837E0
2.158068512E0,-1.415079534E-1,-5.783987045E-2,-2.816883087E0,2.821028231E0
2.163046168E0,-1.137739718E-1,3.427672386E-2,-2.870871067E0,2.873329096E0
2.168023825E0,-1.323490292E-1,1.461744308E-1,-2.759214401E0,2.766251496E0
2.173001221E0,-1.586574316E-1,1.771893501E-1,-2.606498718E0,2.617327609E0
2.177978877E0,-2.113437951E-1,1.272754669E-1,-2.498786449E0,2.510935874E0
2.182956533E0,-2.542173862E-1,1.235015392E-1,-2.397794247E0,2.414393580E0
2.187934137E0,-2.748240232E-1,1.351320744E-1,-2.327551842E0,2.347612936E0
2.192911793E0,-2.485263944E-1,2.079105377E-1,-2.271396160E0,2.294391570E0
2.197889450E0,-1.771776974E-1,3.444077969E-1,-2.205518246E0,2.239267603E0
2.202866846E0,-1.702067852E-1,4.253602028E-1,-2.139647961E0,2.188148772E0
2.207844502E0,-1.601130664E-1,4.464979172E-1,-2.097829819E0,2.150787421E0
2.212822158E0,-1.920112371E-1,4.679617882E-1,-2.044263363E0,2.105912925E0
2.217799762E0,-2.509590685E-1,5.114502907E-1,-1.981460571E0,2.061734185E0
2.222777418E0,-2.864888906E-1,5.721938610E-1,-1.935772896E0,2.038798274E0
2.227755075E0,-2.793030143E-1,6.698496342E-1,-1.948009014E0,2.078809233E0
2.232732523E0,-2.555766702E-1,7.685854435E-1,-1.927277088E0,2.090559732E0
2.237710179E0,-2.341762930E-1,8.377554417E-1,-1.823631763E0,2.020471610E0
2.242687835E0,-2.123222053E-1,8.465485573E-1,-1.711453915E0,1.921145409E0
2.247665439E0,-2.036918402E-1,8.453512192E-1,-1.545410633E0,1.773246479E0
2.252643096E0,-2.460909337E-1,8.721652031E-1,-1.404422760E0,1.671417416E0
2.257620752E0,-3.156755865E-1,9.268937111E-1,-1.331426620E0,1.652718934E0
2.262598148E0,-3.840807974E-1,9.425656796E-1,-1.352535725E0,1.692720002E0
2.267575752E0,-4.785627127E-1,9.646053314E-1,-1.407701492E0,1.772317468E0
2.272553460E0,-5.855690837E-1,1.024029493E0,-1.487225533E0,1.898253761E0
2.277531064E0,-6.100492477E-1,1.096562386E0,-1.552675247E0,1.996349061E0
2.282508721E0,-6.391419172E-1,1.198990822E0,-1.532370567E0,2.047984604E0
2.287486377E0,-7.211628556E-1,1.266145945E0,-1.483644485E0,2.079519747E0
2.292463773E0,-7.704362273E-1,1.266664982E0,-1.427926064E0,2.058393791E0
2.297441429E0,-8.255376220E-1,1.320147753E0,-1.300672531E0,2.028805434E0
2.302419085E0,-9.318326712E-1,1.376094341E0,-1.164126873E0,2.029073468E0
2.307396689E0,-1.043731213E0,1.396437645E0,-1.066189766E0,2.043568829E0
2.312374346E0,-1.120970488E0,1.395876169E0,-1.026000977E0,2.063425094E0
2.317352002E0,-1.211726546E0,1.360298872E0,-9.144320488E-1,2.038352329E0
2.322329398E0,-1.306477427E0,1.311332226E0,-7.101507187E-1,1.982621880E0
2.327307054E0,-1.366698623E0,1.282275677E0,-4.324207306E-1,1.923300217E0
2.332284710E0,-1.478359461E0,1.282026291E0,-8.595752716E-2,1.958705389E0
2.337262314E0,-1.533567190E0,1.250380993E0,2.479524612E-1,1.994181882E0
2.342239971E0,-1.540167212E0,1.196867704E0,5.048408508E-1,2.014813051E0
2.347217627E0,-1.488951445E0,1.157284498E0,7.685680389E-1,2.036413672E0
2.352195075E0,-1.434604883E0,1.090816975E0,1.168247223E0,2.147737046E0
2.357172731E0,-1.345423698E0,1.037632227E0,1.624897003E0,2.350986142E0
2.362150387E0,-1.363711953E0,9.445934296E-1,2.172049522E0,2.733087296E0
2.367127991E0,-1.409328938E0,8.183882236E-1,2.690210342E0,3.145345613E0
2.372105648E0,-1.448529124E0,6.875798702E-1,3.122151375E0,3.509819356E0
2.377083304E0,-1.562486410E0,5.779473782E-1,3.465879440E0,3.845478806E0
2.382060700E0,-1.779227853E0,5.846776962E-1,3.812580109E0,4.247736673E0
2.387038356E0,-2.019480944E0,6.574063301E-1,4.040337563E0,4.564516840E0
2.392016012E0,-2.185569525E0,7.749404907E-1,4.034522057E0,4.653451959E0
2.396993616E0,-2.340563774E0,9.808642864E-1,3.857558250E0,4.617476495E0
2.401971273E0,-2.506829977E0,1.273730755E0,3.569154739E0,4.543726678E0
2.406948929E0,-2.596960783E0,1.436487198E0,3.205142975E0,4.368139451E0
2.411926325E0,-2.615262747E0,1.465336800E0,2.806012154E0,4.106155791E0
2.416903981E0,-2.599978924E0,1.485671282E0,2.383412361E0,3.827239742E0
2.421881637E0,-2.517006397E0,1.553541899E0,1.975158691E0,3.556693056E0
2.426859241E0,-2.367792845E0,1.665454626E0,1.664277077E0,3.339161610E0
2.431836898E0,-2.152927876E0,1.784365892E0,1.631692886E0,3.237511660E0
2.436814554E0,-1.921945333E0,1.779510021E0,1.895676613E0,3.233283099E0
2.441791950E0,-1.701872110E0,1.586649895E0,2.455646515E0,3.382902064E0
2.446769606E0,-1.559868574E0,1.249105453E0,3.158102036E0,3.737253386E0
2.451747262E0,-1.498072147E0,8.025119305E-1,3.957607269E0,4.307075673E0
2.456724866E0,-1.371114492E0,1.626682281E-1,4.598517418E0,4.801330893E0
2.461702523E0,-1.108647108E0,-5.371892452E-1,5.227420807E0,5.370623706E0
2.466680179E0,-8.645556569E-1,-1.250636101E0,6.009899139E0,6.199228565E0
2.471657627E0,-7.278426290E-1,-1.857953906E0,6.829360008E0,7.114907289E0
2.476635283E0,-6.319165826E-1,-2.318383694E0,7.495235443E0,7.871008567E0
2.481612939E0,-6.235064268E-1,-2.681970119E0,7.867490768E0,8.335414505E0
2.486590543E0,-7.312550545E-1,-2.945794106E0,7.906682014E0,8.469241840E0
2.491568200E0,-8.585684896E-1,-3.144677639E0,7.573273659E0,8.245035550E0
2.496545856E0,-1.008065343E0,-3.147846222E0,6.796527863E0,7.557640013E0
2.501523200E0,-1.175774097E0,-3.025251865E0,5.751956940E0,6.604513776E0
2.506500856E0,-1.194949865E0,-2.795804501E0,4.580987930E0,5.498170460E0
2.511478512E0,-1.147004485E0,-2.496935368E0,3.460412979E0,4.418683458E0
2.516456116E0,-1.109495163E0,-2.194525003E0,2.404047012E0,3.438947738E0
2.521433773E0,-1.025844812E0,-1.978123546E0,1.428033829E0,2.646622557E0
2.526411429E0,-9.567905068E-1,-1.700467110E0,5.771903992E-1,2.034744510E0
2.531388877E0,-8.591656089E-1,-1.377202511E0,-1.252508163E-1,1.628047931E0
2.536366533E0,-7.467281818E-1,-1.062406301E0,-6.321115494E-1,1.444255911E0
2.541344189E0,-6.614021659E-1,-7.981023788E-1,-9.632558823E-1,1.415020186E0
2.546321793E0,-6.133301854E-1,-5.614638329E-1,-1.172096729E0,1.437089522E0
2.551299450E0,-5.335774422E-1,-4.135026932E-1,-1.288032055E0,1.454206292E0
2.556277106E0,-3.797389567E-1,-3.644962311E-1,-1.309545040E0,1.411370749E0
2.561254502E0,-2.049748302E-1,-3.751771450E-1,-1.196625710E0,1.270702821E0
2.566232106E0,-1.609355807E-1,-4.140150547E-1,-1.045428753E0,1.135882918E0
2.571209710E0,-6.529612094E-2,-5.814948082E-1,-8.775863647E-1,1.054778471E0
2.576187314E0,2.723793685E-2,-7.415866852E-1,-6.499643326E-1,9.864818044E-1
2.581164971E0,6.663845479E-2,-8.039548397E-1,-3.959913254E-1,8.986618929E-1
2.586142575E0,2.674280107E-2,-9.246873856E-1,-2.183475494E-1,9.504933407E-1
2.591120127E0,-1.399500668E-2,-1.092065096E0,-1.286964417E-1,1.099711238E0
2.596097731E0,1.267237961E-2,-1.330329418E0,-6.210994720E-2,1.331838802E0
2.601075335E0,-6.903469563E-3,-1.522898197E0,-2.059459686E-2,1.523053090E0
2.606052939E0,-3.008860350E-2,-1.623039484E0,3.461170197E-2,1.623687304E0
2.611030596E0,-4.627093673E-3,-1.703648806E0,1.135015488E-1,1.707431774E0
2.616008200E0,9.266078472E-3,-1.777752161E0,1.519479752E-1,1.784258051E0
2.620985752E0,6.122794747E-2,-1.803125858E0,8.824157715E-2,1.806321759E0
2.625963356E0,1.454160810E-1,-1.746725559E0,-1.083240509E-1,1.756112216E0
2.630940960E0,2.131276429E-1,-1.661868572E0,-4.348268509E-1,1.730983805E0
2.635918564E0,2.661652565E-1,-1.594127893E0,-7.331514359E-1,1.774710881E0
2.640896221E0,3.062051833E-1,-1.495638371E0,-1.051140308E0,1.853534919E0
2.645873825E0,3.090244234E-1,-1.407130957E0,-1.391103745E0,2.002669032E0
2.650851429E0,2.941418588E-1,-1.318628550E0,-1.619262695E0,2.108865183E0
2.655829033E0,2.719165385E-1,-1.236732721E0,-1.869982243E0,2.258379954E0
2.660806637E0,3.196483552E-1,-1.196720600E0,-2.112400532E0,2.448785673E0
2.665784241E0,3.685432971E-1,-1.144976616E0,-2.323063850E0,2.615993361E0
2.670761898E0,4.026362300E-1,-1.087906599E0,-2.478512764E0,2.736545673E0
2.675739502E0,4.330312610E-1,-1.039277077E0,-2.531385899E0,2.770474234E0
2.680717054E0,4.991331697E-1,-1.043912411E0,-2.599383354E0,2.845290998E0
2.685694658E0,5.397989154E-1,-1.012621880E0,-2.603953362E0,2.845585889E0
2.690672262E0,4.983716011E-1,-9.999711514E-1,-2.535957336E0,2.771172346E0
2.695649866E0,4.737066925E-1,-1.006046057E0,-2.421842575E0,2.664929297E0
2.700627523E0,4.180795252E-1,-1.076611757E0,-2.299803257E0,2.573514792E0
2.705605127E0,3.096686602E-1,-1.159275293E0,-2.239026070E0,2.540285737E0
2.710582679E0,2.189066112E-1,-1.202059507E0,-2.267705917E0,2.575918728E0
2.715560283E0,9.405371547E-2,-1.155438185E0,-2.378129482E0,2.645634770E0
2.720537887E0,5.814757943E-2,-1.115737438E0,-2.510046482E0,2.747468747E0
2.725515491E0,8.609223366E-2,-1.071650028E0,-2.600881577E0,2.814325964E0
2.730493148E0,1.100088060E-1,-1.002176285E0,-2.648036003E0,2.833470296E0
2.735470752E0,1.077855527E-1,-9.485540390E-1,-2.593916893E0,2.764014714E0
2.740448304E0,1.555681229E-1,-8.489007950E-1,-2.603523254E0,2.742839284E0
2.745425908E0,2.195605636E-1,-8.061935902E-1,-2.592996597E0,2.724295560E0
2.750403512E0,2.758207917E-1,-7.249491215E-1,-2.512024879E0,2.629048751E0
2.755381116E0,3.248215020E-1,-6.841325760E-1,-2.367925167E0,2.486084469E0
2.760358773E0,3.837988973E-1,-6.288793087E-1,-2.225281715E0,2.344071136E0
2.765336377E0,4.553329051E-1,-5.757129192E-1,-2.165496826E0,2.286514799E0
2.770313929E0,5.825554729E-1,-4.932215214E-1,-2.155086517E0,2.286271254E0
2.775291533E0,7.323914170E-1,-3.883211613E-1,-2.069783211E0,2.229617243E0
2.780269137E0,8.606426120E-1,-2.295813560E-1,-1.933885574E0,2.129161036E0
2.785246741E0,9.846128821E-1,-9.776735306E-2,-1.876945972E0,2.121779245E0
2.790224398E0,1.147040129E0,-3.795671463E-2,-1.846346855E0,2.173968371E0
2.795202002E0,1.264827490E0,6.249523163E-2,-1.650859356E0,2.080632319E0
2.800179554E0,1.324841976E0,1.412448883E-1,-1.338633060E0,1.888675422E0
2.805157158E0,1.354552746E0,2.076973915E-1,-1.101152897E0,1.757978683E0
2.810134762E0,1.373367548E0,2.406220436E-1,-9.838738441E-1,1.706471544E0
2.815112366E0,1.323172331E0,2.427921295E-1,-1.020180225E0,1.688342598E0
2.820090023E0,1.270123243E0,2.694458961E-1,-1.085491657E0,1.692367065E0
2.825067627E0,1.209220886E0,2.774925232E-1,-1.026702881E0,1.610383823E0
2.830045231E0,1.111785412E0,2.859196663E-1,-8.654694557E-1,1.437655813E0
2.835022835E0,9.970132113E-1,3.278431892E-1,-7.548222542E-1,1.292777295E0
2.840000439E0,8.831425309E-1,3.720502853E-1,-7.543487549E-1,1.219591812E0
2.844978043E0,7.571383119E-1,2.893838882E-1,-8.207230568E-1,1.153511072E0
2.849955700E0,6.278471947E-1,2.809057236E-1,-8.915891647E-1,1.126068987E0
2.854933304E0,5.857319832E-1,2.989583015E-1,-9.455509186E-1,1.151748480E0
2.859910856E0,6.156350374E-1,3.772339821E-1,-1.040130615E0,1.266168896E0
2.864888460E0,6.810128093E-1,4.370255470E-1,-1.041484356E0,1.318885681E0
2.869866064E0,7.534158230E-1,4.471755028E-1,-8.899588585E-1,1.248850713E0
2.874843668E0,8.670678735E-1,4.580783844E-1,-6.648397446E-1,1.184759212E0
2.879821353E0,1.022567034E0,4.435572624E-1,-4.907207489E-1,1.217864211E0
2.884798957E0,1.158358574E0,4.181737900E-1,-2.504844666E-1,1.256744354E0
2.889776561E0,1.299256206E0,3.820714951E-1,6.039905548E-2,1.355615492E0
2.894754165E0,1.479779482E0,3.256826401E-1,3.986921310E-1,1.566771174E0
2.899731769E0,1.631833315E0,2.418637276E-1,6.996812820E-1,1.791907343E0
2.904709373E0,1.679467440E0,1.447939873E-1,9.993743896E-1,1.959674807E0
2.909687030E0,1.641517401E0,1.972436905E-2,1.283699036E0,2.083950969E0
2.914664634E0,1.527253628E0,-1.313161850E-1,1.505120277E0,2.148286441E0
2.919642186E0,1.422315478E0,-2.586445808E-1,1.676078796E0,2.213395236E0
2.924619790E0,1.273581982E0,-3.221430779E-1,1.856767654E0,2.274505078E0
2.929597394E0,1.107111931E0,-2.913055420E-1,2.011598587E0,2.314537669E0
2.934574998E0,9.770537019E-1,-1.830778122E-1,2.028318405E0,2.258810965E0
2.939552655E0,8.647118807E-1,5.279874802E-2,1.938287735E0,2.123081178E0
2.944530259E0,8.005984426E-1,3.396167755E-1,1.899538994E0,2.089149542E0
2.949507811E0,7.729458809E-1,6.273040771E-1,1.940533638E0,2.180969175E0
2.954485415E0,7.960897684E-1,9.832782745E-1,1.938911438E0,2.315161474E0
2.959463019E0,8.434433937E-1,1.371860027E0,1.901755333E0,2.492001212E0
2.964440623E0,8.381736875E-1,1.738636971E0,1.814423561E0,2.649061438E0
2.969418280E0,8.426113725E-1,2.007705212E0,1.635999680E0,2.723484733E0
2.974395884E0,8.902803063E-1,2.125209332E0,1.370837212E0,2.681102084E0
2.979373436E0,8.972377181E-1,2.209719181E0,1.094944954E0,2.624271105E0
2.984351040E0,9.062963128E-1,2.250510216E0,8.411359787E-1,2.567815993E0
2.989328644E0,8.890516162E-1,2.229383945E0,7.212352753E-1,2.506141631E0
2.994306248E0,8.531753421E-1,2.118332386E0,7.179031372E-1,2.393872423E0
2.999283905E0,8.323833346E-1,1.944145679E0,7.518329620E-1,2.244508240E0
3.004261509E0,8.178253770E-1,1.632974625E0,9.017572403E-1,2.036813834E0
3.009239061E0,9.151186943E-1,1.173219681E0,1.138730049E0,1.873657591E0
3.014216665E0,1.139460802E0,7.157001495E-1,1.390911102E0,1.935260013E0
3.019194269E0,1.477260470E0,2.407374382E-1,1.782950401E0,2.327910038E0
3.024171873E0,1.728945732E0,-1.068630219E-1,2.308041573E0,2.885780475E0
3.029149530E0,1.874869943E0,-3.549709320E-1,2.878170013E0,3.453259951E0
3.034127134E0,2.049806833E0,-5.556364059E-1,3.436786652E0,4.040042371E0
3.039104738E0,2.193698883E0,-7.252552509E-1,3.822413445E0,4.466447639E0
3.044082342E0,2.257931232E0,-9.304432869E-1,4.055607796E0,4.734124286E0
3.049059946E0,2.303756714E0,-1.117958069E0,4.226124763E0,4.941381968E0
3.054037551E0,2.365620613E0,-1.260826111E0,4.258476257E0,5.031944296E0
3.059015207E0,2.466308594E0,-1.305432320E0,4.148789406E0,4.999928515E0
3.063992811E0,2.540285110E0,-1.154609203E0,3.895261765E0,4.791579601E0
3.068970363E0,2.543822765E0,-9.523417950E-1,3.474279404E0,4.410057429E0
3.073947967E0,2.502553225E0,-7.939002514E-1,2.847616196E0,3.873237438E0
3.078925571E0,2.332005262E0,-7.069256306E-1,2.132330894E0,3.238028325E0
3.083903176E0,2.103691101E0,-6.254973412E-1,1.437977791E0,2.623841325E0
3.088880780E0,1.858039618E0,-5.531620979E-1,7.926292419E-1,2.094411765E0
